Video,Video title,Video publish date,Comments,Shares,DisLikes,Likes,Subscribers lost,Subscribers gained,RPM (USD),CPM (USD),Average Percentage viewed(%),Average view Duration,Views,Subscribers,Your Estmated Revenue (USD),Impressions,Impressionss click-through rate (%),Watch time,Publish Month,Publish Day,Publish Weekday,Is Weekend,Likes per View,Dislikes per View,Comments per View,Shares per View,Subscribers per View,Average view Duration (sec),Watch time (sec),Performance
7JCterBrcvk,Discouraged with Data Science? - Watch THIS video.,2021-05-28,76,58,1,388,24,60,7.307,11.354,33.91,0 days 00:03:38,6825,36,49.835,180455,2.32,17 days 06:00:10.800000,5,28,Friday,False,0.05684148842660416,0.0001464986815118664,0.011133899794901847,0.00849692352768825,0.00527395253442719,218.0,1490410.8,Low
xjhW1rSQeik,Data Science Advice for College Students,2020-02-14,74,151,12,1786,20,1719,1.039,7.311,23.07,0 days 00:02:30,62154,1699,64.526,125961,3.54,108 days 08:47:11.400000,2,14,Friday,False,0.028734615075215186,0.0001930657227897997,0.0011905719572037647,0.0024294103451049797,0.02733488858498914,150.0,9362831.4,High
EMq4PH7PCeA,How to Go From Data Analyst to Data Scientist,2021-04-02,123,159,3,1176,24,613,4.373,13.521,33.55,0 days 00:02:15,40202,589,175.663,325998,4.9,62 days 21:55:26.400000,4,2,Friday,False,0.02925154839191105,7.462129691814044e-05,0.003059473173643758,0.003954928736661444,0.014650647961594905,135.0,5435726.4,High
SsGKZe4dVyk,How a Subscriber Landed a Data Analyst Job in Less Than a Year (Ray Ojel) - KNN EP. 09,2020-08-19,72,133,4,1025,8,280,4.204,10.708,18.91,0 days 00:06:45,25141,272,105.647,483432,2.96,118 days 01:44:14.640000,8,19,Wednesday,False,0.04076843528756662,0.00015909633282952827,0.002863733990931509,0.005289953066581816,0.010818550632407923,405.0,10201454.64,High
S4Lei5mOppc,How I Learned to Learn.,2021-07-31,71,210,12,1455,23,336,7.008,16.922,31.68,0 days 00:05:17,23506,313,163.843,448761,2.48,86 days 10:42:14.040000,7,31,Saturday,True,0.0618964563746969,0.0005104862381418301,0.003020376909005828,0.008933509167482027,0.013315182711532736,317.0,7468934.04,High
ji7DtgUeKCI,7 Things to Look For in a Masters For Data Science (feat. @Tina Huang),2020-11-20,71,111,9,618,19,141,8.328,14.19,41.96,0 days 00:03:50,18307,122,152.286,286019,3.96,48 days 21:31:54.480000,11,20,Friday,False,0.03375573519772777,0.0004915883766659384,0.0038780860825868473,0.00606292331221324,0.006663753550360498,230.0,4224714.48,High
r-DR9HBaipU,Kaggle Project From Scratch - Part 1 (Data Science Profession Survey),2021-01-02,71,162,8,951,14,379,4.289,10.246,25.64,0 days 00:03:49,25722,365,110.216,339622,4.13,68 days 05:39:07.920000,1,2,Saturday,True,0.03697080433852972,0.0003110057147300082,0.0027601757182288225,0.006297865723282665,0.014189635734556623,229.0,5895547.92,High
vQGJvmhpq_s,The Plagiarism Problem in Data Science,2020-08-07,71,39,11,631,9,132,3.184,7.453,40.51,0 days 00:03:09,12675,123,40.357,195384,4.04,27 days 18:03:16.920000,8,7,Friday,False,0.04977911012937835,0.0008677816345850426,0.005601136005048911,0.0030766803408015147,0.00970337645945093,189.0,2397796.92,High
WRF_dKZ_i24,Sh*t Data Scientists Say (Parody),2020-10-05,69,47,6,568,11,20,2.376,6.882,63.66,0 days 00:01:21,8724,345,20.731,119596,3.75,8 days 05:28:35.400000,10,5,Monday,False,0.06510028653295129,0.0006876790830945558,0.007908309455587393,0.005386819484240688,0.03954154727793696,81.0,710915.4,High
8nTmuKI2oyA,How I Use Data to Optimize My Life | What I Collect & How I Analyze It,2021-05-14,67,77,6,457,9,66,6.795,12.937,38.68,0 days 00:03:15,9135,57,62.009,167823,3.02,20 days 15:40:15.600000,5,14,Friday,False,0.050021891418563925,0.0006567425569176883,0.007333625218914185,0.008428196147110333,0.006239054290718038,195.0,1784415.6,High
QQLToUlgN7A,The Best Computer for Data Science Beginners,2020-07-10,66,98,36,691,16,311,3.521,7.619,40.7,0 days 00:02:40,27597,295,97.057,263909,7.16,51 days 08:34:11.280000,7,10,Friday,False,0.025038046235234437,0.0013044423508949924,0.002391477643307486,0.003550981955214146,0.010689180375389521,160.0,4437251.28,High
iGUiLWFDWfk,Don't Buy My Course..,2020-08-21,66,11,10,361,17,42,3.83,9.529,27.28,0 days 00:02:22,7196,25,27.558,104975,4.39,11 days 21:12:51.120000,8,21,Friday,False,0.05015978880088926,0.0013894678338196471,0.00917048770320967,0.0015284146172016117,0.003473669584549118,142.0,1026771.12,Low
jf3j0lWmFPU,The 5 Pillars of Success I Live By,2020-09-11,65,40,4,864,15,77,5.275,11.366,41.62,0 days 00:04:01,9743,62,51.398,142171,3.82,27 days 05:14:09.600000,9,11,Friday,False,0.08866995073891626,0.00041050903119868636,0.006670771756978653,0.004105090311986864,0.006362889983579639,241.0,2351649.6,High
o-wsyxWbPOw,We Need to Talk About The LinkedIn Machine Learning Assessment.,2022-01-03,65,36,12,592,10,78,5.321,12.49,45.08,0 days 00:02:46,11808,68,62.568,166915,3.32,22 days 17:37:59.520000,1,3,Monday,False,0.050131255821830804,0.0010161741044965704,0.005504276399356423,0.0030485223134897113,0.005758319925480566,166.0,1964279.52,High
YR9Faf1uZDg,Unboxing the Ultimate Z by HP Data Science Package (FIRST EVER HP Workstation w/ Data Science Stack),2020-12-10,64,57,14,366,10,87,5.326,9.356,32.4,0 days 00:03:00,9268,77,49.296,168974,3.04,19 days 08:36:26.640000,12,10,Thursday,False,0.0394864602438235,0.001510411047577948,0.006904736217499191,0.006149530693710217,0.008307260761678713,180.0,1672586.64,High
vwvdtXMcNzI,Why Is Data Engineering So HOT Right Now?,2021-11-26,63,174,9,786,16,278,4.452,10.231,42.92,0 days 00:03:04,17268,262,76.731,299897,2.94,36 days 19:14:02.760000,11,26,Friday,False,0.045515084834095776,0.0005211650935201807,0.0036481556546412645,0.010075858474723493,0.015171694944698593,184.0,3179642.76,High
FqNpDNmpcEo,How Zillow Lost $500 MILLION With Machine Learning,2021-12-03,62,309,4,869,16,142,7.098,15.168,44.63,0 days 00:05:06,16933,126,119.891,312137,2.63,60 days 00:00:20.880000,12,3,Friday,False,0.05131687728829574,0.0002362111727884729,0.0036612731782213297,0.018247313097909532,0.007440651942836897,306.0,5184020.88,High
Uf0dO-pgOrk,Dealing with Doubt in Data Science (My Impostor Syndrome Story),2020-10-16,62,44,4,446,7,56,4.541,10.853,49.06,0 days 00:02:50,6282,49,28.529,141649,2.37,12 days 09:02:16.800000,10,16,Friday,False,0.07098519815374821,0.0006366385484641095,0.009867897501193698,0.007003024033105204,0.007798822218685341,170.0,1069336.8,Low
rEWPqw6rMGI,The Only Data Science Explanation You Need,2022-01-10,62,141,5,722,28,136,5.971,12.045,35.49,0 days 00:04:40,10277,108,60.498,215491,2.22,33 days 09:33:17.639999999,1,10,Monday,False,0.07024712979178828,0.0004864759680871765,0.0060323020042809886,0.013718622300058377,0.010507880910683012,280.0,2885597.639999999,High
uic34RTaI-w,How I Balance Data Science and Content Creation (7 Secrets),2021-01-23,62,49,0,284,17,49,3.257,11.302,20.87,0 days 00:02:50,6776,32,22.063,154264,1.17,13 days 08:05:26.160000,1,23,Saturday,True,0.041906448280950276,0.0,0.009148590821897595,0.007230337907628745,0.004721853327431017,170.0,1152326.16,Low
KU__lDJj5iU,How Data Science Projects Pay Off,2021-05-22,60,49,3,565,19,150,4.805,11.344,43.05,0 days 00:02:46,9342,131,44.874,175035,3.33,17 days 23:10:54.840000,5,22,Saturday,True,0.06047308145135395,0.00032109600770630417,0.006421920154126084,0.005244568125869635,0.014021192336508616,166.0,1552254.84,High
KQ80oD_boBM,Kaggle Project From Scratch - Part 2 (Exploratory Data Analysis),2021-01-08,59,71,2,557,13,138,6.656,12.332,17.09,0 days 00:06:14,14711,125,97.815,256448,3.01,63 days 18:10:34.680000,1,8,Friday,False,0.03786025013594345,0.00013594344752582924,0.004010331702011963,0.004825992387166939,0.008496465470364329,374.0,5508634.68,High
7O4dpR9QMIM,Data Science Project from Scratch  - Part 5 (Model Building),2020-04-13,58,187,8,644,4,199,4.359,11.016,15.19,0 days 00:06:55,27648,195,120.399,449982,3.44,132 days 21:43:31.440000,4,13,Monday,False,0.023291981626821945,0.0002893413866685956,0.0020977250533473183,0.0067633549133784224,0.007052696300047018,415.0,11483011.44,High
AqPquogHwq0,Where to Start Learning Data Science,2020-07-03,58,70,7,724,14,200,3.357,8.208,49.09,0 days 00:02:11,16882,186,56.64,190702,4.78,25 days 16:58:53.040000,7,3,Friday,False,0.04288337380797252,0.000414618255049458,0.0034354083989812235,0.0041461825504945805,0.011016999348457028,131.0,2221133.04,High
UcilY6HDuL8,10000 Subscriber and 100th Video Special (Data Science),2020-05-13,58,12,4,149,2,53,0.0,11.442779279279279,24.01,0 days 00:00:41,3064,51,0.0,400077,0.49,1 days 11:04:27.480000,5,13,Wednesday,False,0.04861337683523654,0.0013050570962479609,0.01892332789559543,0.003915171288743882,0.0166394779771615,41.0,126267.48,Low
agHKuUoMwvY,Data Science Project from Scratch - Part 7 (Documenting Your Work),2020-04-17,58,121,2,539,5,152,2.746,10.347,18.97,0 days 00:02:14,12427,147,34.1,137679,6.18,19 days 09:40:02.640000,4,17,Friday,False,0.04336981010621178,0.000160926939169617,0.004666881235918893,0.009736079819761828,0.011828130028966849,134.0,1676402.64,High
3Mm1U1CbzNw,Is Data Science Right For You?,2019-08-18,57,243,184,1018,30,744,6.178,14.178,32.24,0 days 00:02:06,44051,714,272.051,182811,5.88,64 days 10:33:50.760000,8,18,Sunday,True,0.023109052937437573,0.004176881866884591,0.0012939253609370743,0.005516208117679107,0.01620811767910651,126.0,5567630.76,High
35g8fCi-kbw,7 Incredible Books That Transformed My Health and My Life,2021-11-12,56,60,1,343,17,40,3.942,9.322,27.05,0 days 00:03:34,6192,23,24.375,126506,2.29,15 days 08:57:28.440000,11,12,Friday,False,0.05538511222347812,0.00016147263038914905,0.009042467301792347,0.009688357823348943,0.003713870498950428,214.0,1328248.44,Low
OtqQYqRNDGI,🌶 Hot Topics in Tech: Data Science Explained #SHORTS,2021-01-29,56,25,26,380,18,53,2.698,10.302,60.78,0 days 00:00:35,8009,35,10.292,178890,1.64,3 days 07:46:21,1,29,Friday,False,0.04744069912609238,0.0032459425717852684,0.006991260923845194,0.003121098626716604,0.004369538077403246,35.0,287181.0,Low
RRSRKf9eQxc,Should You Get A Masters in Data Science?,2018-11-14,56,41,10,276,2,81,7.398,15.205,45.22,0 days 00:02:32,18488,79,136.708,173610,8.4,32 days 14:35:37.320000,11,14,Wednesday,False,0.014927794905078695,0.0005408621342419817,0.0030288279517550975,0.002217534750392125,0.004272810860511656,152.0,2817337.32,High
YbTMIxjk4hI,The YouTube Algorithm EXPLAINED! (Tips from a Data Scientist),2020-08-14,54,79,6,525,10,112,5.741,9.524,39.1,0 days 00:03:32,5700,102,32.653,110468,2.38,14 days 00:44:37.680000,8,14,Friday,False,0.09208910717417997,0.0010524469391334855,0.009472022452201368,0.013857218031924223,0.017891597965269252,212.0,1212277.68,Low
k8YxyrcAXJs,Is Data Visualization Important for Data Science? (A Data Scientist's Perspective),2021-08-20,54,53,2,481,37,84,4.843,11.484,38.01,0 days 00:02:14,10403,47,50.319,322856,1.95,16 days 05:54:22.680000,8,20,Friday,False,0.046232218377547096,0.00019223375624759708,0.005190311418685121,0.005094194540561323,0.004517493271818531,134.0,1403662.68,High
hcHSSyHbgMQ,My Regrets as a Data Science Student,2021-03-12,53,85,9,749,15,172,6.264,12.904,35.51,0 days 00:02:55,20150,157,126.139,216390,3.97,40 days 23:58:59.520000,3,12,Friday,False,0.03716937124708451,0.00044662795891022776,0.0026301424246935635,0.004218152945263262,0.0077911766165450844,175.0,3542339.52,High
XGBigjVy2Eo,The Secret Data Scientists Don't Want You to Know,2020-03-16,52,61,5,1079,6,194,4.652,11.833,61.59,0 days 00:02:16,9503,188,44.203,148629,4.1,15 days 00:57:23.760000,3,16,Monday,False,0.11353114478114477,0.0005260942760942761,0.005471380471380472,0.006418350168350169,0.01978114478114478,136.0,1299443.76,High
UpaEjBOMNqs,5 Proven Strategies to Break into a Data Science Job,2020-10-02,51,34,2,356,10,48,3.77,10.216,41.39,0 days 00:02:18,8168,38,30.787,126253,2.69,13 days 01:41:24,10,2,Friday,False,0.04357938548169911,0.0002448280083241523,0.006243114212265883,0.004162076141510589,0.0046517321581588935,138.0,1129284.0,Low
rdo8YBasqqA,Reviewing Your Data Science Projects - Episode 13 (BONUS LinkedIn Review),2020-07-27,50,37,2,248,6,36,3.235,8.081,30.52,0 days 00:03:42,5106,30,16.516,119577,2.68,13 days 04:02:56.760000,7,27,Monday,False,0.04856079890346583,0.00039161934599569217,0.009790483649892304,0.007244957900920305,0.005874290189935382,222.0,1137776.76,Low
yUrrf3Pm33s,Find a Data Science Project With These 3 Techniques,2020-11-06,49,64,8,600,9,92,3.731,11.179,28.2,0 days 00:02:24,13931,83,51.968,195074,2.51,23 days 07:46:13.080000,11,6,Friday,False,0.04306632213608958,0.0005742176284811944,0.0035170829744473157,0.004593741027849555,0.005957507895492392,144.0,2015173.08,High
1FrY7ARSf10,9 Ways You Can Make Extra Income as a Data Scientist,2019-11-18,48,237,30,1573,14,617,5.277,14.503,37.42,0 days 00:03:58,39347,603,207.518,542054,4.36,108 days 17:37:51.960000,11,18,Monday,False,0.039976618887872316,0.0007624275693809088,0.001219884111009454,0.00602317779810918,0.015324794144556267,238.0,9394671.96,High
NCyPY-jfb3I,How to Scrape NBA Data Using the nba_api Python Module,2019-12-23,48,82,1,426,1,210,4.774,15.916,25.21,0 days 00:04:09,11724,209,55.926,113730,5.48,33 days 20:06:38.880000,12,23,Monday,False,0.03633262260127932,8.528784648187633e-05,0.004093816631130064,0.00699360341151386,0.017825159914712153,249.0,2923598.88,High
0rHU6qAQe0,git for Data Science Made Simple... (Hopefully),2020-10-23,48,76,7,638,14,127,3.879,10.486,38.21,0 days 00:02:29,12643,113,48.982,184664,3.46,21 days 22:04:37.920000,10,23,Friday,False,0.05045871559633028,0.0005536222714330908,0.0037962670041126224,0.0060107560898449855,0.008937045238848466,149.0,1893877.92,High
pPfw2fzwNiM,MARCH MADNESS - Will My Machine Learning Model Beat Your Bracket?,2021-03-19,48,41,2,260,6,281,5.501,11.858,26.07,0 days 00:02:22,9370,275,51.333,154187,1.74,15 days 09:44:44.160000,3,19,Friday,False,0.027745171273076512,0.00021342439440828086,0.005122185465798741,0.004375200085369757,0.02934585423113862,142.0,1331084.16,High
4039x4r-hGE,6 Lessons from #66DaysOfData,2020-11-13,47,46,2,337,11,38,4.445,10.279,32.81,0 days 00:02:37,6352,27,28.224,164727,2.12,11 days 13:16:04.800000,11,13,Friday,False,0.05304580513143397,0.00031481189988981584,0.007398079647410672,0.007240673697465764,0.004249960648512514,157.0,998164.8,Low
KfpOuSH9gDc,Kaggle vs Github - Which is Best for Your Data Science Portfolio?,2021-06-25,47,42,11,416,13,47,4.395,11.005,43.38,0 days 00:02:43,8832,34,38.723,178720,2.89,16 days 18:18:25.560000,6,25,Friday,False,0.04709611683459753,0.0012453300124533001,0.0053209555077550095,0.004754896411185328,0.003849201856673837,163.0,1448305.56,High
WnB1jsDu900,Reviewing Your Data Science Projects - Episode 8 (College Student Help),2020-06-15,47,24,4,165,24,34,2.327,6.032,29.64,0 days 00:03:23,4050,10,9.42,124375,1.91,9 days 12:26:35.160000,6,15,Monday,False,0.040730683781782274,0.0009874105159219946,0.011602073562083436,0.005924463095531967,0.0024685262898049864,203.0,822395.16,Low
lUUqrRgerd8,What It's Like to be a Socially Distanced Data Scientist (A Day in the Life),2020-04-24,47,35,13,450,4,242,6.976,10.703,27.13,0 days 00:03:59,14348,238,100.089,867871,1.23,39 days 19:55:28.200000,4,24,Friday,False,0.03136107045787163,0.0009059864798940693,0.0032754895811554813,0.002439194368945571,0.016586521708829884,239.0,3441328.2,High
4CpmB4TR2C4,Work From Home Data Scientist: Day in the Life,2019-04-12,46,54,44,728,6,418,3.426,10.963,46.79,0 days 00:02:34,26586,412,91.069,353031,5.57,47 days 15:38:58.200000,4,12,Friday,False,0.027381803136871403,0.0016549441456350847,0.0017301688795275886,0.002031067815097604,0.015496295181855795,154.0,4117138.2,High
nrEJGGxcoTc,Is Your Phone REALLY Listening to You?,2021-07-03,46,69,6,273,15,16,4.367,9.965,50.14,0 days 00:02:31,4569,67,19.933,136065,1.95,8 days 00:10:52.320000,7,3,Saturday,True,0.05973741794310722,0.001312910284463895,0.010065645514223195,0.015098468271334792,0.014660831509846827,151.0,691852.32,Low
C4OPn58BLaU,How to Set Up Your Data Science Environment (Anaconda Beginner),2020-02-21,45,459,46,1609,14,1207,7.352,14.368,35.83,0 days 00:03:33,75351,1193,552.927,996148,4.49,186 days 13:35:26.880000,2,21,Friday,False,0.02135311604204268,0.0006104682025692749,0.0005971971546873341,0.006091410977810808,0.015832360123155323,213.0,16119326.88,High
ITAxTid_1YU,My Daily Battle With Time - Will I Win? [Vlog],2021-03-08,45,6,2,193,10,12,3.217,8.312,47.53,0 days 00:02:51,3615,388,11.628,115355,1.72,7 days 04:18:08.280000,3,8,Monday,False,0.053373893805309734,0.0005530973451327434,0.012444690265486726,0.00165929203539823,0.10730088495575221,171.0,620288.28,Low
n7kjelw9s2w,Why Kaggle Should Be Your Favorite Data Science Resource #shorts,2021-05-07,44,46,12,640,9,96,1.807,8.816,52.84,0 days 00:00:31,14780,87,13.458,242413,2.5,5 days 08:00:06.120000,5,7,Friday,False,0.04329882957851296,0.0008118530545971179,0.0029767945335227655,0.003112103375955619,0.005885934645829105,31.0,460806.12,High
nUOh_lDMHOU,Data Science Project from Scratch -  Part 6 (Putting the Model into Production),2020-04-15,44,138,11,549,3,132,2.837,9.694,14.37,0 days 00:05:17,18329,129,51.945,344921,3.43,67 days 06:47:01.320000,4,15,Wednesday,False,0.02995090016366612,0.0006001091107474086,0.0024004364429896343,0.0075286415711947625,0.007037643207855973,317.0,5813221.32,High
ONQ628CXKQ,Data Scientist Reacts: REAL Data Science Job Application Data,2021-04-16,43,89,9,576,14,366,4.803,14.051,21.33,0 days 00:03:25,20158,352,96.734,195209,2.86,47 days 23:32:13.560000,4,16,Friday,False,0.028572845875291433,0.00044645071680142863,0.0021330423136068258,0.004414901532814128,0.017461183590455877,205.0,4145533.56,High
oHUD2T_VXfI,Reviewing Your Data Science Projects - Episode 18 (Job-Worthy GitHub),2020-08-31,43,95,1,714,6,126,5.035,10.143,32.23,0 days 00:03:50,14382,120,72.365,236816,3.84,38 days 10:02:15.719999999,8,31,Monday,False,0.04964193839949941,6.952652436904678e-05,0.002989640547869012,0.0066050198150594455,0.008343182924285614,230.0,3319335.719999999,High
T77uVbLhroQ,How I Got My First Data Science Internship (And How You Can Land One),2019-06-21,42,93,10,1008,11,505,3.614,12.185,39.29,0 days 00:04:08,20328,494,73.386,319581,4.44,58 days 12:31:38.640000,6,21,Friday,False,0.049584337645727776,0.0004919081115647597,0.0020660140685719907,0.004574745437552265,0.024300260711299128,248.0,5056298.64,High
lsXWVPzwZPk,Critiquing MY OWN Data Science Resume,2020-07-06,42,50,5,371,7,57,3.548,10.144,28.84,0 days 00:03:24,10854,50,38.494,152852,3.99,25 days 16:32:26.519999999,7,6,Monday,False,0.034177798249654535,0.00046061722708429296,0.0038691847075080607,0.004606172270842929,0.004606172270842929,204.0,2219546.519999999,High
5v_ulmGv-gc,Inside the Mind of the Ultimate Kaggle Grandmaster (@Abhishek Thakur ) - KNN EP. 10,2020-08-26,41,90,4,562,11,130,3.198,6.993,16.46,0 days 00:06:17,13159,119,42.066,217513,3.19,57 days 11:13:22.800000,8,26,Wednesday,False,0.04270516717325228,0.00030395136778115504,0.003115501519756839,0.006838905775075988,0.009042553191489361,377.0,4965202.8,High
BlSrorP32WM,Why I Have 2 Offices for Data Science & Content Creation,2021-03-26,41,24,1,134,11,18,5.721,10.51,36.31,0 days 00:02:59,3543,788,20.258,124125,1.57,7 days 08:54:44.640000,3,26,Friday,False,0.03781038374717833,0.0002821670428893905,0.011568848758465011,0.006772009029345372,0.22234762979683972,179.0,636884.64,Low
HJH0gfY6EUg,Reviewing Your Data Science Projects - Episode 5 (Very Detailed Project),2020-05-25,41,277,200,503,10,359,9.96,13.443,9.62,0 days 00:01:41,20655,349,205.73,2941130,0.6,24 days 06:01:58.440000,5,25,Monday,False,0.02435127807900852,0.009682416731216111,0.0019848954298993028,0.013410147172734314,0.016895817195972114,101.0,2095318.44,High
6tQtwqthUMI,My First Data Science Contracting Side-Gig (How I Did It),2020-07-31,40,42,3,492,17,121,4.622,10.8,43.22,0 days 00:03:51,8643,104,39.915,155638,3.64,23 days 03:10:39.720000,7,31,Friday,False,0.056918093475242945,0.00034706154558074965,0.004627487274409995,0.004858861638130495,0.012031466913465988,231.0,1998639.72,High
AxP1CL0yaFQ,Should You Learn R for Data Science?,2019-04-25,39,35,13,444,5,142,4.802,10.619,53.42,0 days 00:02:12,15243,137,73.118,155980,7.45,23 days 08:56:12.840000,4,25,Thursday,False,0.02912621359223301,0.0008527945421149305,0.0025583836263447916,0.0022959853056940434,0.008987142482288114,132.0,2019372.84,High
d6FeV8WXPWY,5 Unusual Data Science Projects that Will Land You a Job,2020-10-09,39,48,3,464,10,55,4.179,9.26,53.04,0 days 00:02:38,7354,45,30.709,135694,2.92,13 days 11:56:51,10,9,Friday,False,0.06308633582596873,0.0004078857919782461,0.005302515295717199,0.006526172671651937,0.006118286879673691,158.0,1166211.0,Low
tnpV1etgcxs,The PODCAST you might have asked for?,2020-10-19,39,2,4,94,8,9,3.217,9.61,37.29,0 days 00:00:51,1836,1888,5.906,97476,0.85,1 days 02:26:04.560000,10,19,Monday,False,0.05117038649972782,0.002177463255307567,0.021230266739248774,0.0010887316276537834,1.0277626565051714,51.0,95164.56,Low
8Pi36Nj6P9A,What is Pandas? (Data & Data Science) #shorts,2021-04-30,38,25,12,489,7,64,1.378,8.768,42.62,0 days 00:00:25,12931,57,7.744,190532,1.97,3 days 18:19:56.640000,4,30,Friday,False,0.03781317661614599,0.0009279307145066501,0.002938447262604392,0.0019331889885555213,0.004407670893906588,25.0,325196.64,High
PWmxLYTixAM,Reviewing Your Data Science Resumes - Episode 12 (3 Different Resumes!),2020-07-20,38,147,4,465,13,207,7.921,11.859,23.14,0 days 00:04:06,21053,194,166.547,243435,5.76,59 days 23:51:37.440000,7,20,Monday,False,0.02208606440581362,0.00018998765080269783,0.0018048826826256293,0.006982046166999145,0.009214401063930844,246.0,5183497.44,High
vfV4nm004VQ,How She Dominated the FAANG Data Science Interview  (@Tina Huang ) - KNN EP. 11,2020-09-02,38,80,3,515,5,120,4.089,9.293,12.8,0 days 00:05:43,15766,115,64.43,224947,3.64,62 days 18:04:48,9,2,Wednesday,False,0.03266315722711993,0.00019027081879875688,0.0024100970381175876,0.005073888501300184,0.007293714720619015,343.0,5421888.0,High
0jTtHYie3CU,Should You Be Excited About Web 3? (As a Data Scientist),2022-01-17,37,43,8,267,14,18,4.055,10.288,48.5,0 days 00:02:38,4383,477,16.549,65130,2.95,8 days 00:34:40.440000,1,17,Monday,False,0.060903284671532845,0.0018248175182481751,0.00843978102189781,0.009808394160583942,0.10880474452554745,158.0,693280.44,Low
VN12ZPFsApM,How To Learn Programming for Data Science [3 Steps],2020-01-13,37,117,11,1785,10,513,5.302,13.012,41.96,0 days 00:03:23,25616,503,135.767,366249,4.01,60 days 10:53:08.160000,1,13,Monday,False,0.06968029043213492,0.00042940235000195185,0.0014443533590974744,0.004567279540929851,0.01963539836827107,203.0,5223188.16,High
XWetgrNas-k,What Does a Data Scientist Actually Do?,2019-07-19,37,142,10,905,2,328,8.85,18.056,48.63,0 days 00:03:08,25402,326,224.411,273951,6.6,55 days 07:55:31.800000,7,19,Friday,False,0.0356257134984057,0.00039365429280006296,0.001456520883360233,0.005589890957760894,0.012833129945282053,188.0,4780531.8,High
cnqTU6eJwH0,The TRUTH About My First Data Science Project,2021-10-08,37,22,1,228,21,33,4.338,9.387,45.1,0 days 00:04:05,3966,12,17.075,87610,2.51,11 days 06:47:56.400000,10,8,Friday,False,0.057474161835139904,0.00025207965717166626,0.009326947315351651,0.005545752457776657,0.003024955886059995,245.0,974876.4,Low
s1gD35Z4eUc,Why are APIs Important for Data Science?,2021-07-09,37,38,2,351,7,76,5.662,12.59,52.94,0 days 00:02:50,6540,69,37.014,164540,2.51,12 days 21:41:47.760000,7,9,Friday,False,0.053661519645314175,0.00030576364470264486,0.00565662742699893,0.005809509249350252,0.010548845742241247,170.0,1114907.76,Low
IoUWD1h6xUs,A Quick Data Science Project Tip! #SHORTS,2021-06-03,36,60,5,712,3,68,1.608,8.069,58.57,0 days 00:00:34,12328,65,12.688,154198,2.73,4 days 22:19:38.280000,6,3,Thursday,False,0.05775002027739476,0.0004055478952064239,0.002919944845486252,0.004866574742477086,0.005272122637683511,34.0,425978.28,High
fU3DOXjwufg,What is the Future of my Comment Leaderboard Project?,2021-02-26,36,8,1,197,10,102,2.945,10.539,30.32,0 days 00:01:43,4912,92,14.455,130104,1.02,5 days 21:30:13.680000,2,26,Friday,False,0.04009769997964584,0.0002035416242621616,0.0073274984734378185,0.001628332994097293,0.018725829432118868,103.0,509413.68,Low
15c7WD-lKUY,ML Ops: What is it REALLY?,2021-10-22,35,19,1,219,8,21,5.943,13.314,43.53,0 days 00:02:41,4252,13,25.224,121572,1.83,7 days 22:13:09.840000,10,22,Friday,False,0.05149306371972725,0.00023512814483893723,0.008229485069362802,0.0044674347519398075,0.003056665882906184,161.0,684789.84,Low
pWVQ0vN5uig,How To Get Data Science Experience (Without a Job),2019-08-08,35,135,17,1272,9,603,4.797,11.459,40.33,0 days 00:03:19,26360,594,126.423,369626,4.5,60 days 21:51:02.880000,8,8,Thursday,False,0.04825310117218618,0.000644892075414438,0.0013277189787944312,0.005121201775349949,0.022533287811539775,199.0,5262662.88,High
2OnXytYziF0,What is Sports Analytics Really?,2020-01-20,34,168,2,423,1,227,4.831,9.377,44.13,0 days 00:03:03,13322,226,64.297,173898,5.21,28 days 07:24:57.240000,1,20,Monday,False,0.03174960594460707,0.0001501163401636268,0.002551977782781656,0.012609772573744652,0.01696314643848983,183.0,2445897.24,High
Z_KFh-HqaBA,I Wish I Had Known THIS Before Starting in Data Science,2019-05-14,34,86,14,999,6,274,5.077,11.998,44.42,0 days 00:03:58,23397,268,118.739,407598,4.0,64 days 17:08:53.520000,5,14,Tuesday,False,0.04269595691939482,0.0005983417386101376,0.0014531156509103341,0.0036755278228908454,0.011453970424822634,238.0,5591333.52,High
DM1eE_Coh6g,Avoid These Data Science Resume Mistakes!,2020-02-10,33,79,6,1038,3,358,4.538,11.941,42.16,0 days 00:03:22,22787,355,103.269,391392,3.53,53 days 09:03:56.160000,2,10,Monday,False,0.04555028962611901,0.0002632964718272775,0.0014481305950500263,0.003466736879059154,0.015578374583113919,202.0,4611836.16,High
GO420aMtHfk,Kaggle Project From Scratch - Part 3 (Advanced Graphs & Gender Imbalance Analysis),2021-01-16,33,36,1,239,10,44,4.0,8.997,8.43,0 days 00:05:08,6827,34,27.292,178253,2.1,24 days 08:38:30.840000,1,16,Saturday,True,0.035002929115407144,0.00014645577035735208,0.0048330404217926184,0.005272407732864675,0.00497949619214997,308.0,2104710.84,Low
hpMc6TgT34I,The 5 Stages of Learning Data Science,2020-03-13,33,91,3,1197,4,277,4.608,12.416,50.44,0 days 00:03:33,15398,273,70.941,228644,3.65,38 days 00:34:55.920000,3,13,Friday,False,0.0777323202805377,0.0001948178453146308,0.002142996298460939,0.005909474641210468,0.017728423923631404,213.0,3285295.92,High
